suburb_id,suburb_name,centroid_lat,centroid_lon,area_sqkm,total_pop,median_hhd_inc_weekly,median_rent_weekly,median_age,median_sale_price_12m,n_sales_12m,price_5yr_cagr,offences_12mo,crime_per_1000,distance_km,commute_minutes_cbd,affordability_raw,commute_raw,growth_raw,lifestyle_raw,affordability_norm,commute_norm,lifestyle_norm,growth_norm
10062,Annandale (NSW),-33.87980963349997,151.16973535900001,1.4931,9487,2683,570,38,1950000.0,335,0.01501207143210359,493,51.965848002529775,3.5111749703736144,5.266762455560421,-0.38461538461538464,-5.266762455560421,0.01501207143210359,0.3157039567068368,20.587903992658195,96.90139806292974,64.7485938253785,53.31515758872379
10063,Annangrove,-33.65544409649995,150.9515873700001,10.2464,1472,2650,500,44,4000000.0,19,0.005592621340539727,24,16.304347826086957,33.80471824115098,50.70707736172647,-0.7,-50.70707736172647,0.005592621340539727,0.5394876647449365,4.59912930546572,49.92079310727574,69.23685412569303,49.885819735603214
10073,Arcadia (NSW),-33.606796677999974,151.06974749450006,22.4088,1475,2659,485,46,2600000.0,22,-0.04438146308547908,16,10.847457627118645,32.213034110183465,48.3195511652752,-0.5384615384615384,-48.3195511652752,-0.04438146308547908,0.5828664629457756,12.788501706222842,52.38924926318877,70.10686981873458,31.691761936976764
10087,Arncliffe,-33.93866746249996,151.14572045450006,2.9429,12023,2046,500,34,844000.0,392,0.024170177952113736,477,39.673958246693836,9.221365162625567,13.83204774393835,0.4218009478672986,-13.83204774393835,0.024170177952113736,-0.013967935696860112,61.470079010655844,88.04577535660131,58.13661442894651,56.649348124974836
10088,Arndell Park,-33.79029872599996,150.88447747100005,2.0008,6,1375,530,45,9460000.0,4,0.7867837141654379,111,,31.17197952296596,46.75796928444894,-0.8731501057082452,-46.75796928444894,0.7867837141654379,-1.1244895328257671,0.0,54.00376407455181,35.86372405308884,100.0
10091,Artarmon,-33.81192759399998,151.1849805610001,2.5348,9417,2420,525,37,1159000.0,292,0.008313843336938742,494,52.45832005946692,7.0969202730669885,10.645380409600483,0.03537532355478861,-10.645380409600483,0.008313843336938742,0.1413043627037395,41.87980117495454,91.34046113218997,61.250793288344745,50.87653464021886
10094,Ashbury,-33.901115198999975,151.11778000300006,1.0312,3353,2571,600,44,2200000.0,85,0.024418974332246046,77,22.964509394572026,8.796485738714477,13.194728608071715,-0.45454545454545453,-13.194728608071715,0.024418974332246046,0.4423173138217644,17.04272113518758,88.70469769494026,67.28798201056186,56.73992738765082
10098,Ashcroft,-33.91627479349993,150.9009649630001,1.1539,3634,1089,295,32,1053000.0,72,0.05335429009695325,407,111.9977985690699,28.642697098211233,42.96404564731685,0.1396011396011396,-42.96404564731685,0.05335429009695325,-1.1336127162399576,47.1636451168083,57.92629031575606,35.68074727479974,67.27440367653497
10099,Ashfield (NSW),-33.88945718949998,151.12754037900004,3.4144,23012,1888,440,36,935000.0,744,0.024110228352600682,1289,56.01425343299148,7.548375648063388,11.322563472095082,0.28342245989304815,-11.322563472095082,0.024110228352600682,-0.22907677052927292,54.4548272899069,90.64032359996962,53.82233948869547,56.62752228281939
10104,Asquith,-33.688252995999974,151.11987507650005,3.5033,6160,2300,490,36,735000.0,257,-0.024604788053390392,168,27.27272727272727,22.07171113157644,33.10756669736466,0.6326530612244898,-33.10756669736466,-0.024604788053390392,0.23647519393486427,72.15946196827156,68.11687426654174,63.15956255178848,38.89185319890164
10107,Auburn (NSW),-33.85785905399993,151.028271307,8.5637,39333,1533,410,31,900000.0,1123,0.051547496797280434,2651,67.39887626166323,16.579739161292917,24.869608741939373,0.3333333333333333,-24.869608741939373,0.051547496797280434,-0.5382029132647165,56.98511466268985,76.63407422750866,47.62243062851771,66.61660469728437
10110,Austral,-33.92054678549995,150.80885397500003,17.6611,6847,2168,520,31,1070000.0,1175,0.11895027803526736,614,89.67430991675187,37.115206483298564,55.67280972494785,0.12149532710280374,-55.67280972494785,0.11895027803526736,-0.2784876204882551,46.24575076672591,44.786737347456324,52.83134350324178,91.15592566168458
10112,Avalon Beach,-33.628976280499955,151.32686468050008,5.1524,10379,2481,700,46,2550000.0,252,-0.007663738813697862,177,17.053666056460163,29.323804942805054,43.98570741420758,-0.5294117647058824,-43.98570741420758,-0.007663738813697862,0.42444423877779724,13.247290076013154,56.869997286807966,66.92951528450904,45.05957858249798
10115,Avoca Beach,-33.46744668999996,151.42813167150004,4.4418,4708,2358,530,43,1675000.0,132,0.018940896456312917,149,31.648258283772304,49.535355177469185,74.30303276620378,-0.2835820895522388,-74.30303276620378,0.018940896456312917,0.24409884957900296,25.70989952404858,25.525005760772288,63.312464437590776,54.74552435566226
10154,Balgowlah,-33.79451621699995,151.26125045750007,1.959,8068,2681,640,41,2400000.0,295,0.02609071392645257,266,32.96975706494794,10.077501613346186,15.11625242001928,-0.5,-15.11625242001928,0.02609071392645257,0.44503824466020314,14.738352277831678,86.71804000323176,67.34255365909307,57.34855738358948
10155,Balgowlah Heights,-33.80768731649994,151.2655269605001,1.6838,3546,4687,1320,43,4500000.0,57,0.0045046869050329175,55,15.51043429216018,9.067704938355302,13.601557407532953,-0.7333333333333333,-13.601557407532953,0.0045046869050329175,1.8694845175873982,2.909258810071393,88.28407862239335,95.91159343754569,49.489735600634624
10165,Balmain,-33.858315073999975,151.18067700000012,1.5378,10454,3039,625,42,2275000.0,319,0.01906576306742558,796,76.14310311842357,2.9265821813470176,4.389873272020527,-0.4725274725274725,-4.389873272020527,0.01906576306742558,0.3809238333339735,16.131102686123707,97.80801115324051,66.05665948227231,54.790984524983934
10166,Balmain East,-33.855451810999966,151.19357296400005,0.343,1900,3020,617,46,2580000.0,64,0.027293717006899865,93,48.94736842105263,2.3162769344981857,3.4744154017472786,-0.5348837209302325,-3.4744154017472786,0.027293717006899865,0.5555924225241752,12.969883154744595,98.75450029280006,69.55985505199115,57.786534543731065
10178,Bangor (NSW),-34.01670186099993,151.03226197950002,3.9221,5536,2626,650,43,1680000.0,93,0.028469188070353812,100,18.063583815028903,22.682249267992713,34.02337390198907,-0.2857142857142857,-34.02337390198907,0.028469188070353812,0.5117837841707441,25.6018054625095,67.17002395124688,68.68121838064302,58.21448812636758
10179,Banksia,-33.946497826499936,151.14536786350007,0.9568,3277,2018,500,41,1720000.0,70,0.027407645557667948,198,60.42111687519072,9.942502657541942,14.913753986312912,-0.3023255813953488,-14.913753986312912,0.027407645557667948,-0.17485136637107654,24.759677308658503,86.92740252498679,54.909897340361354,57.82801249498112
10180,Banksmeadow,-33.95678052249994,151.21140306750004,4.1582,508,2225,620,33,835000.0,3,-0.05311776281778924,56,110.23622047244095,9.31413601347629,13.971204020214435,0.437125748502994,-13.971204020214435,-0.05311776281778924,-0.38282678486610955,62.2469868639177,87.90190210096199,50.738691927527505,28.51113853784112
10181,Bankstown,-33.919897650499934,151.03125583350004,6.3542,34933,1331,400,34,621000.0,987,0.013056629877157055,4826,138.15017318867544,17.02612491549732,25.53918737324598,0.9323671497584541,-25.53918737324598,0.013056629877157055,-1.156102860031464,87.35380182629805,75.94179889382927,35.22967949862992,52.60324026034929
10189,Bar Point,-33.498161131499955,151.1759588585001,10.0358,122,1125,300,52,650000.0,15,-0.028214491099314398,10,,41.789531708546235,62.68429756281935,0.8461538461538461,-62.68429756281935,-0.028214491099314398,-1.449609112093607,82.98312228414103,37.53758115338878,29.343046952527228,37.57766912514149
10192,Barangaroo,-33.860536150999934,151.2016001120001,0.2227,220,4591,1246,40,4300000.0,75,0.03417207838635572,201,,1.480258023086268,2.220387034629402,-0.7209302325581395,-2.220387034629402,0.03417207838635572,3.0578487348757255,3.538047831613468,100.0,100.0,60.29073859138949
10194,Barden Ridge,-34.035147232999954,151.00413194200004,5.599,4129,3134,685,41,1765000.0,84,0.01982333593124075,54,13.078227173649793,25.970220200150315,38.95533030022547,-0.32011331444759206,-38.95533030022547,0.01982333593124075,0.8763892197434276,23.857908350710414,62.07088906007091,75.9938333878139,55.06679396960376
10195,Bardia,-33.97729173549993,150.86232596600001,2.1106,5747,2417,550,30,1043000.0,213,0.049286514238329415,194,33.75674264833827,33.837638048888984,50.75645707333348,0.15052732502396932,-50.75645707333348,0.049286514238329415,0.26796306292458655,47.71756026800572,49.86973957191571,63.79109088585297,65.79344909910351
10196,Bardwell Park,-33.93589296949996,151.12537426300008,0.9557,2320,2386,550,42,1570000.0,57,-0.0040894733271295,63,27.155172413793103,10.264543552389364,15.396815328584047,-0.2356687898089172,-15.396815328584047,-0.0040894733271295,0.2932041779726696,28.138917671245295,86.42796685563783,64.29733280846288,46.360860909071285
10197,Bardwell Valley,-33.93772690499995,151.13064767200004,0.6271,2344,2099,550,42,1700000.0,50,0.03161390096832917,56,23.890784982935156,10.05796092876499,15.086941393147484,-0.29411764705882354,-15.086941393147484,0.03161390096832917,0.12903449965360592,25.175787690561346,86.74834458578478,61.004705940427385,59.35938330319769
10224,Bass Hill,-33.90026893249996,150.9930964975001,2.9586,10230,1411,450,34,1400000.0,197,0.06950344676404674,1081,105.66959921798632,19.965589657243147,29.94838448586472,-0.14285714285714285,-29.94838448586472,0.06950344676404674,-0.880717130350692,32.844107585628045,71.38314325626804,40.75288245489213,73.15382484402308
10233,Baulkham Hills,-33.75367383899997,150.98287998200007,13.6507,37415,2474,520,39,1705000.0,986,0.02223002489016812,698,18.65561940398236,24.59051222373146,36.88576833559719,-0.2961876832844575,-36.88576833559719,0.02223002489016812,0.40887604543694156,25.070844896298457,64.21060295272827,66.61727582466648,55.94299687606947
10237,Bayview (NSW),-33.66060936699995,151.2888291215001,3.7612,3807,1885,850,58,3650000.0,73,0.014291508107655337,63,16.548463356973993,24.8119509280303,37.21792639204545,-0.6712328767123288,-37.21792639204545,0.014291508107655337,0.04037594332208133,6.057510691901917,63.867185736869224,59.22654844114138,53.05282220182962
10238,Beacon Hill,-33.75130408149995,151.2588974685001,2.8862,7814,2937,730,41,2400000.0,127,0.0014647478582974216,142,18.172510877911442,14.369888267124088,21.55483240068613,-0.5,-21.55483240068613,0.0014647478582974216,0.7132590788113939,14.738352277831678,80.06121152016055,72.72205573362781,48.38298542490133
10239,Beaconsfield (NSW),-33.911500930999935,151.20039122500003,0.1515,1172,3061,650,33,1730000.0,68,0.04323851793701983,23,19.624573378839592,4.312050442306528,6.468075663459791,-0.3063583815028902,-6.468075663459791,0.04323851793701983,0.7839030039296715,24.55523001119179,95.65936394928255,74.13890742201244,63.59155594716784
10243,Beaumont Hills,-33.69786933549995,150.94161778550006,3.1896,9041,3308,650,38,1870000.0,147,0.02534857565773274,94,10.397079969029974,31.316436917747836,46.974655376621754,-0.3582887700534759,-46.974655376621754,0.02534857565773274,1.0079688919567513,21.92256106841184,53.77973297536649,78.63282719259485,57.0783672098075
10249,Beecroft,-33.753406916499934,151.06372886050002,5.1174,10291,2962,590,43,2400000.0,233,0.018947856577739897,135,13.118258672626567,18.76418506586364,28.146277598795457,-0.5,-28.146277598795457,0.018947856577739897,0.7642727907040896,14.738352277831678,73.24633614839688,73.745199106606,54.74805832607878
10257,Belfield,-33.904201320499936,151.0861625225001,1.7826,6555,1727,460,40,1125750.0,128,-0.035678971265532655,196,29.90083905415713,11.668983182945206,17.50347477441781,0.06595602931379081,-17.50347477441781,-0.035678971265532655,-0.15418518170109177,43.43012414666874,84.2498979887035,55.324383350207384,34.86007689427378
10261,Belimbla Park,-34.08346125699994,150.53846549850005,3.6613,576,2213,480,39,2021000.0,11,0.04426101091098711,13,22.569444444444443,65.9244583100277,98.88668746504155,-0.4062345373577437,-98.88668746504155,0.04426101091098711,0.2122485286288087,19.49189694201612,0.10803908355452414,62.6736666791378,63.96381481855528
10263,Bella Vista,-33.74028828699993,150.95350696400007,4.3891,8384,3518,740,40,2385000.0,160,0.01898012199864496,256,30.534351145038165,27.6806189894305,41.52092848414575,-0.4968553459119497,-41.52092848414575,0.01898012199864496,1.0060365336462143,14.897774022680201,59.41832481172443,78.59407134585693,54.75980519327177
10271,Bellevue Hill,-33.87974014649997,151.2563383115001,2.3731,10590,3315,650,39,1925000.0,321,-0.06611738958273083,214,20.20774315391879,4.6234228897391985,6.935134334608797,-0.37662337662337664,-6.935134334608797,-0.06611738958273083,0.9450533331327824,20.993067747797692,95.17647339349138,77.37097749219733,23.77836627320754
10279,Belmore,-33.919410480499934,151.087748916,2.731,13781,1456,380,38,720000.0,327,-0.002754862808357905,579,42.01436760757564,12.143249613824462,18.21487442073669,0.6666666666666666,-18.21487442073669,-0.002754862808357905,-0.41370386794480507,73.88381961663313,83.51438403334656,50.11941366376745,46.84675237053732
10283,Belrose,-33.72157247649997,151.2116997190001,13.533,8726,2598,890,46,2212500.0,264,-0.0009015114953152548,210,24.06600962640385,16.85495136748466,25.28242705122699,-0.4576271186440678,-25.28242705122699,-0.0009015114953152548,0.45229883235272417,16.886492738078704,76.20726261876098,67.48817376603914,47.5215017190837
10297,Bensville,-33.49912883149996,151.3904504985,4.9266,2500,2176,463,42,1175000.0,66,0.007840681383612935,37,14.8,44.917964035537736,67.3769460533066,0.02127659574468085,-67.3769460533066,0.007840681383612935,0.2416195966014659,41.16505045048765,32.685865988505284,63.2627399388278,50.704270635269154
10299,Berala,-33.87459408049996,151.03345499900013,2.1278,8757,1552,380,37,1148000.0,156,-0.0168803536061507,281,32.08861482242777,16.01357674104688,24.02036511157032,0.04529616724738676,-24.02036511157032,-0.0168803536061507,-0.28302221279649004,42.382749406320755,77.51210466351827,52.74039662058625,41.7040869478327
10305,Berkshire Park,-33.66841899999997,150.77580933700006,19.2666,2149,2036,450,37,2800000.0,11,-0.010382872577646474,122,56.77059097254537,45.88868203570403,68.83302305355605,-0.5714285714285714,-68.83302305355605,-0.010382872577646474,-0.138042654530585,11.11720121627241,31.18043235594807,55.64814178857324,44.069623940373106
10308,Berowra,-33.628050314499944,151.15003600100002,8.2969,4762,2781,580,41,1666000.0,88,0.01867990992001234,147,30.869382612347753,27.750864575795276,41.626296863692914,-0.2797118847539016,-41.626296863692914,0.01867990992001234,0.5245062862340258,25.90610387104389,59.30938476092273,68.9363839663414,54.65050702456647
10309,Berowra Heights,-33.601550292999946,151.1360100760001,8.0038,5286,2468,580,42,1541000.0,136,0.012247999847566193,64,12.107453651153993,30.89833194679174,46.34749792018761,-0.22128487994808566,-46.34749792018761,0.012247999847566193,0.45000588062607305,28.868126017712214,54.42814918389341,67.44218577032895,52.30884244065815
10310,Berowra Waters,-33.56144016799996,151.1370404765001,1.6838,169,1812,575,56,1300000.0,17,0.016986269321827896,5,,35.252242416827364,52.87836362524105,-0.07692307692307693,-52.87836362524105,0.016986269321827896,-0.556180508265583,36.18670856552891,47.675906767855274,47.26186762487053,54.03390353322917
10329,Beverley Park,-33.97727465099995,151.13054924100004,1.0055,2646,2242,540,42,1932500.0,56,0.15019017607151963,74,27.966742252456537,13.557594858585217,20.336392287877825,-0.37904269081500647,-20.336392287877825,0.15019017607151963,0.19398863108639006,20.870417917651974,81.32095308929748,62.30744174727863,100.0
10330,Beverly Hills,-33.94829381549994,151.07815978250005,3.023,10483,1862,460,40,1620000.0,214,0.041967189781585645,400,38.15701612133931,14.527642987110612,21.79146448066592,-0.25925925925925924,-21.79146448066592,0.041967189781585645,-0.12318003776469688,26.942972522346263,79.81655832415339,55.94623003357527,63.12870368670806
10333,Bexley,-33.95211884449996,151.11831448650005,4.3754,19646,1870,470,40,1190000.0,453,0.028801005912633793,554,28.19912450371577,12.001141083579643,18.001711625369467,0.008403361344537815,-18.001711625369467,0.028801005912633793,-0.049498412102478406,40.51242748069473,83.73477240655811,57.42400658049918,58.33529300094201
10334,Bexley North,-33.94247139399994,151.11532869350006,1.2315,4281,1894,450,42,1702500.0,82,0.012496259792017517,108,25.227750525578138,11.441828020151117,17.162742030226674,-0.29515418502202645,-17.162742030226674,0.012496259792017517,-0.013458744790561916,25.123239242920164,84.6021805484383,58.146826885206416,52.399226403272166
10339,Bidwill (NSW),-33.73003534549996,150.82062550400008,1.5129,4202,899,200,30,845000.0,34,0.056322949708918824,803,191.09947643979058,39.07630531090666,58.61445796635999,0.42011834319526625,-58.61445796635999,0.056322949708918824,-1.801134768928768,61.38477749093544,41.74537607534232,22.29276315864792,68.3552031586047
10349,Bilgola Beach,-33.64359998149998,151.32788654800004,0.3298,251,4299,1075,54,6015000.0,3,0.02563292084168789,5,,27.862731123962295,41.794096685943444,-0.800498753117207,-41.794096685943444,0.02563292084168789,2.6781090662908884,0.0,59.135897029223244,100.0,57.181888720427665
10350,Bilgola Plateau,-33.645124449999955,151.31590646500013,1.3922,3650,2856,895,46,2638000.0,62,0.000988519914371766,39,10.684931506849315,27.279279556854885,40.918919335282325,-0.5451099317664898,-40.918919335282325,0.000988519914371766,0.7120812577466379,12.451453995588407,60.04074026066764,72.6984330688138,48.209605185190654
10357,Bilpin,-33.444924555999975,150.55514788300005,179.912,653,1692,410,48,1367500.0,14,0.026476988414112723,17,26.033690658499236,76.84710857082467,115.27066285623701,-0.12248628884826325,-115.27066285623701,0.026476988414112723,-0.15034944778593679,33.87683074029576,0.0,55.401313759507026,57.489188281290616
